transaction_id,amount,time_of_day,day_of_week,merchant_category,customer_history,avg_transaction_value,location_distance,is_fraud,timestamp
48,73.41108959092286,0,0,Food,51,2.6296234070276916,13.41873579939923,0,2024-01-02 23:00:00
49,79.12237979817975,18,5,Entertainment,19,114.92255789867785,11.442047988409703,0,2024-01-03 00:00:00
50,20.438859950790576,10,6,Retail,69,310.2845766671215,0.5100821191582541,0,2024-01-03 01:00:00
51,349.28071327362267,4,1,Entertainment,82,61.67376084374767,28.344741747514703,0,2024-01-03 02:00:00
52,149.22453771381407,0,2,Food,33,13.166244271838384,32.17885108407059,0,2024-01-03 03:00:00
53,280.50944192915824,19,4,Retail,38,40.41775607549265,4.074745694143636,0,2024-01-03 04:00:00
54,225.21519975341965,12,6,Retail,13,5.79189909227268,1.3996647980086354,0,2024-01-03 05:00:00
55,91.1054412383275,7,3,Entertainment,49,17.746624552571504,1.2142580969070198,0,2024-01-03 06:00:00
56,254.9435379269405,5,3,Retail,73,63.16067265161666,18.3709495042481,0,2024-01-03 07:00:00
57,9.265545895311563,16,5,Food,90,17.910537001205345,6.146371343752754,0,2024-01-03 08:00:00
58,21.813469463126744,11,0,Food,53,7.961857482257118,0.09553934461092223,0,2024-01-03 09:00:00
59,4.628196568683196,0,0,Entertainment,1,0.37496173221763585,25.949727056225242,0,2024-01-03 10:00:00
60,39.35320868030868,2,1,Travel,12,42.49173426415389,8.982969110971936,0,2024-01-03 11:00:00
61,49.21302917942186,13,3,Food,24,173.1597930547782,11.72464408350054,0,2024-01-03 12:00:00
62,91.24859273816246,1,6,Online,9,33.09531613630695,65.18857813773405,1,2024-01-03 13:00:00
63,176.45578652409338,10,5,Retail,68,11.951703261994604,17.069333316603895,0,2024-01-03 14:00:00
64,44.12269995298701,13,6,Retail,7,31.11393892680052,0.7883205270912187,0,2024-01-03 15:00:00
65,32.98028401342492,7,2,Food,92,46.075682495579755,8.532978413989747,0,2024-01-03 16:00:00
66,78.2407083207746,2,0,Entertainment,69,80.8151503785502,11.915325983687705,0,2024-01-03 17:00:00
67,15.189814782062886,6,6,Travel,39,30.13595501068251,0.8950951781845278,0,2024-01-03 18:00:00
68,162.04835957747312,18,3,Retail,32,9.494631131248461,2.5154419250067193,0,2024-01-03 19:00:00
69,7.747586881130901,3,4,Retail,49,10.41335959416398,5.038739403333738,0,2024-01-03 20:00:00
70,433.41463395873194,15,5,Travel,31,114.99245019945523,21.761732878833634,0,2024-01-03 21:00:00
71,147.94837762415114,12,1,Retail,79,13.475207412761051,19.013515844790355,0,2024-01-03 22:00:00
72,22.153944050588596,19,0,Entertainment,3,65.10090064753729,15.23732811448422,0,2024-01-03 23:00:00
73,0.5537420375935475,18,0,Retail,47,15.663587669493634,46.33231414007984,0,2024-01-04 00:00:00
74,168.9896777486126,4,2,Retail,15,63.74875259033551,2.779385637680887,0,2024-01-04 01:00:00
75,122.70959073870446,22,0,Food,51,4.080231706161647,6.307637487979432,0,2024-01-04 02:00:00
76,130.5662908787999,4,5,Entertainment,82,11.621391441022999,5.9189652101003105,0,2024-01-04 03:00:00
77,147.52145260435134,19,3,Entertainment,85,26.271697991790393,11.361192008757719,0,2024-01-04 04:00:00
78,7.692926551379635,23,3,Food,74,36.21296717826772,18.981424180151016,0,2024-01-04 05:00:00
79,44.38926724162325,3,3,Online,21,21.766667471520964,6.766495288392983,0,2024-01-04 06:00:00
80,12.315010460444965,1,4,Travel,90,42.609059798228586,6.763525887350253,0,2024-01-04 07:00:00
81,198.85295716582226,12,4,Entertainment,41,19.67953221624363,9.373045150971002,0,2024-01-04 08:00:00
82,460.4094504880903,4,0,Travel,8,56.728392445410805,96.06494332835271,1,2024-01-04 09:00:00
83,40.1818801251301,21,6,Travel,1,35.79081375806628,2.247708565006723,0,2024-01-04 10:00:00
84,6.566806580478289,1,4,Entertainment,21,61.05752038603832,32.664798946746515,0,2024-01-04 11:00:00
85,37.24883504103537,18,6,Retail,75,28.19189352611014,0.9656980148345169,0,2024-01-04 12:00:00
86,39.331421318413135,16,6,Entertainment,80,104.57576162696911,0.23371061306555416,0,2024-01-04 13:00:00
87,130.7875783957741,4,4,Travel,99,24.07408438237598,4.444004569547971,0,2024-01-04 14:00:00
88,101.488935892602,17,2,Online,21,18.418125298446107,12.087674049165699,0,2024-01-04 15:00:00
89,218.22519124015147,22,4,Retail,75,40.71887205975366,38.201261070709194,0,2024-01-04 16:00:00
90,63.90661333763098,20,1,Travel,95,35.5831221522294,26.994937498577734,0,2024-01-04 17:00:00
91,12.73723936155019,17,1,Travel,49,36.50073286737765,11.663156439525386,0,2024-01-04 18:00:00
92,124.91263443165994,7,6,Entertainment,65,79.5136594636751,5.736690838091821,0,2024-01-04 19:00:00
93,143.0392753076864,14,1,Food,41,44.409072443309164,9.058498974510451,0,2024-01-04 20:00:00
94,82.38874948858287,12,0,Food,96,108.2567078524417,34.6277364412309,0,2024-01-04 21:00:00
95,147.38899667213644,12,3,Retail,67,48.260524285276134,3.08566734924719,0,2024-01-04 22:00:00
96,68.0814731510278,15,2,Travel,96,1.0970038495696721,6.506256072321368,0,2024-01-04 23:00:00
97,73.9678838777267,21,0,Online,42,102.16263409478323,11.805873569795555,0,2024-01-05 00:00:00
98,278.47686563352806,22,3,Online,1,91.56177246883568,0.6398182927341637,1,2024-01-05 01:00:00
99,2.574777399011373,12,2,Retail,57,2.504168043647477,4.8007241733594945,0,2024-01-05 02:00:00
100,11.416743519186584,19,6,Entertainment,43,6.692827049861558,8.391264714409635,0,2024-01-05 03:00:00
101,3.1933681293053824,1,2,Online,12,40.636643209238,23.11810307922313,0,2024-01-05 04:00:00
102,101.17295509275495,2,2,Travel,78,2.1898921413213714,48.28021480035436,0,2024-01-05 05:00:00
103,37.73967087950999,14,1,Travel,64,26.480716421964285,8.12661628257797,0,2024-01-05 06:00:00
104,71.04371771341901,22,1,Travel,51,185.17052212704203,28.928199266677726,0,2024-01-05 07:00:00
105,238.12655298459754,18,1,Retail,73,9.4839971534284,1.045447542192064,0,2024-01-05 08:00:00
106,125.96480733137028,0,2,Travel,5,11.53962545965269,68.61520516308968,1,2024-01-05 09:00:00
107,52.82819748826726,4,5,Retail,71,56.40437966472428,5.117499916329788,0,2024-01-05 10:00:00
108,140.87491475385835,21,2,Food,80,2.2487286155329156,13.901957920705595,0,2024-01-05 11:00:00
109,25.980515691739402,5,1,Food,28,85.93088603566967,20.228611889179433,0,2024-01-05 12:00:00
110,8.010427855017637,13,2,Travel,71,11.096661236123822,0.5522129865145643,0,2024-01-05 13:00:00
111,34.21403038870571,3,1,Entertainment,14,37.91673978519601,27.406799634198222,0,2024-01-05 14:00:00
112,17.580835850006284,21,1,Travel,32,14.301715600490402,0.7059006690894716,0,2024-01-05 15:00:00
113,265.4950085880625,18,1,Travel,8,53.77633180683342,13.999810885172879,0,2024-01-05 16:00:00
114,165.08870804845694,22,6,Retail,27,44.24155243557771,0.7157093293329998,0,2024-01-05 17:00:00
115,100.34941905205311,6,6,Travel,50,146.34738934917854,19.782011031475413,0,2024-01-05 18:00:00
116,205.1519730520813,3,5,Travel,59,29.49350969904262,2.2938986245049087,0,2024-01-05 19:00:00
117,162.79689407405564,1,3,Entertainment,57,103.92368559862153,5.692854685778753,0,2024-01-05 20:00:00
118,20.649547635863907,6,2,Entertainment,3,42.88008575627521,26.974204986509488,0,2024-01-05 21:00:00
119,223.0813405235561,2,0,Entertainment,27,122.94010909562161,15.705409474921556,0,2024-01-05 22:00:00
120,77.5099901966172,14,1,Travel,94,17.252994725148625,15.40729572426625,0,2024-01-05 23:00:00
121,164.73482913035662,0,5,Entertainment,34,39.898841628683506,14.410887970138116,0,2024-01-06 00:00:00
122,226.42426492862313,1,0,Entertainment,26,24.71724578647493,8.426571879976224,0,2024-01-06 01:00:00
123,38.27307164183185,9,6,Online,40,3.4084454155168844,30.24750156768207,0,2024-01-06 02:00:00
124,11.659216012385084,15,3,Online,86,42.69700387568321,17.816253537683025,0,2024-01-06 03:00:00
125,25.868674613938136,14,2,Food,32,79.04942330030615,5.803330870790417,0,2024-01-06 04:00:00
126,55.70576927486144,23,6,Retail,41,40.619472133727825,13.569528468541543,0,2024-01-06 05:00:00
127,170.3829726638945,14,5,Retail,2,16.379541160556425,62.698427659518146,0,2024-01-06 06:00:00
128,197.13449718798333,13,1,Entertainment,72,15.314645005707606,20.479464942338108,0,2024-01-06 07:00:00
129,0.6976409181650647,21,1,Food,7,13.579842860358557,0.012237398525990347,0,2024-01-06 08:00:00
130,71.48761593385558,13,1,Food,19,194.68859975897914,13.389764512948814,0,2024-01-06 09:00:00
131,54.02733209186713,5,5,Online,33,25.476285220396335,22.816229870513713,0,2024-01-06 10:00:00
132,25.11673382758245,13,6,Food,2,19.05348773910147,3.971288594740697,0,2024-01-06 11:00:00
133,12.768039154564681,16,0,Travel,67,27.104470434707167,37.93878080951802,0,2024-01-06 12:00:00
134,41.190857986243245,17,3,Entertainment,92,6.153482627685384,5.129935814811182,0,2024-01-06 13:00:00
135,286.31211226911495,19,2,Travel,78,10.909014950398728,5.467584248407834,0,2024-01-06 14:00:00
136,39.03838028814744,18,3,Retail,15,35.55559335785624,1.7539213211514109,0,2024-01-06 15:00:00
137,73.1452805760152,16,6,Online,21,80.18451407837757,1.0158385803871648,0,2024-01-06 16:00:00
138,121.40869768808548,15,1,Travel,78,104.54603483587044,7.69155388384731,0,2024-01-06 17:00:00
139,45.197449896696234,7,3,Entertainment,59,100.4900905371268,9.232537170210183,0,2024-01-06 18:00:00
140,356.77981382916994,6,0,Travel,82,144.79513283933738,4.571213897751004,0,2024-01-06 19:00:00
141,328.2009864541398,19,4,Travel,39,6.720676152398421,9.329522807858316,0,2024-01-06 20:00:00
142,29.006129499220528,11,6,Food,20,2.091660924532972,5.019829234993516,0,2024-01-06 21:00:00
143,68.76592784638473,8,4,Online,1,5.58744490218412,20.26355738061266,0,2024-01-06 22:00:00
144,35.79304600790468,13,2,Retail,73,45.90740445128309,30.752765681221433,0,2024-01-06 23:00:00
145,33.52496763810817,19,2,Entertainment,9,40.609936922392414,9.002715011023636,0,2024-01-07 00:00:00
146,3.758447776552253,0,3,Entertainment,51,55.6168110856729,18.4689899091965,0,2024-01-07 01:00:00
147,94.04920709825932,9,2,Retail,38,23.188406753759487,19.22379666125639,0,2024-01-07 02:00:00
148,69.85196328296385,16,6,Entertainment,93,24.845215980333673,12.509340579895438,0,2024-01-07 03:00:00
149,5.285108738039248,16,5,Food,15,39.436129661177375,2.131955585654533,0,2024-01-07 04:00:00
150,32.662592101036935,16,0,Travel,84,4.11780856087888,1.6834537874059023,0,2024-01-07 05:00:00
151,238.88609510893403,3,1,Food,41,80.43994736481604,25.193023818243706,0,2024-01-07 06:00:00
152,27.386055214207705,16,1,Food,94,128.10378079425698,3.0796819601795145,0,2024-01-07 07:00:00
153,15.653086098546975,17,3,Food,47,24.49768174958851,2.8280179673725896,0,2024-01-07 08:00:00
154,67.22721094736363,19,1,Retail,26,67.2715244081894,1.8167625054228078,0,2024-01-07 09:00:00
155,424.40369826152596,22,3,Online,54,39.79607663637113,7.496202831897975,0,2024-01-07 10:00:00
156,27.71448135597262,1,2,Retail,70,13.459936949990336,11.300951801978208,0,2024-01-07 11:00:00
157,111.51550102972934,7,2,Retail,39,3.510276206728915,11.27510250949526,0,2024-01-07 12:00:00
158,143.3887626239463,12,5,Food,17,14.111442462244764,3.0252867269141337,0,2024-01-07 13:00:00
159,27.133317233580577,22,5,Online,70,46.431597956026486,0.9958325179036445,0,2024-01-07 14:00:00
160,130.2748928492316,21,0,Retail,92,2.0530686598111543,3.7136734523954402,0,2024-01-07 15:00:00
161,45.8522799264304,19,1,Online,9,90.45262600905325,7.000404508259528,0,2024-01-07 16:00:00
162,100.05037477317713,21,6,Food,91,175.8408397589261,9.47884591611491,0,2024-01-07 17:00:00
163,100.38378271376382,14,5,Retail,99,4.359764891999701,3.15533501845666,0,2024-01-07 18:00:00
164,76.73852499523488,19,0,Online,46,14.164448860331365,2.0231009697200357,0,2024-01-07 19:00:00
165,9.462915881162095,22,4,Entertainment,6,56.2940792775555,18.42478437495929,0,2024-01-07 20:00:00
166,180.3644794246297,8,5,Retail,68,82.01556219650082,19.514067498845634,0,2024-01-07 21:00:00
167,38.68102936673966,2,0,Retail,16,21.2319446724537,3.2844335182438593,0,2024-01-07 22:00:00
168,20.643210660755653,2,3,Retail,87,36.20490589222347,8.212370522373579,0,2024-01-07 23:00:00
169,4.1629759794345205,1,3,Online,87,111.16993896356944,5.795086542326899,0,2024-01-08 00:00:00
170,89.37784045945834,0,0,Travel,29,24.257759181574755,1.5311295547953705,0,2024-01-08 01:00:00
171,113.18517342673489,13,2,Retail,41,4.252752236214468,28.23229233067876,0,2024-01-08 02:00:00
172,1.672694755847062,16,4,Entertainment,68,263.8681416735032,0.09831103112851217,0,2024-01-08 03:00:00
173,71.76305845494883,12,0,Entertainment,62,9.9396355550448,2.077333634281498,0,2024-01-08 04:00:00
174,25.682414705495766,18,5,Food,40,2.5005909282017917,4.239828913374626,0,2024-01-08 05:00:00
175,103.61243415476919,22,2,Travel,62,26.43705741846809,19.41150281497854,0,2024-01-08 06:00:00
176,19.160422253913374,14,0,Travel,24,6.474892418106644,15.542570713013458,0,2024-01-08 07:00:00
177,117.4212527567719,13,1,Online,6,192.5308389884649,8.67224569048758,0,2024-01-08 08:00:00
178,48.89587009811018,1,5,Food,40,23.965851718788972,11.875122107004293,0,2024-01-08 09:00:00
179,276.0343817804307,6,5,Online,70,87.38075626919375,4.168976069712038,0,2024-01-08 10:00:00
180,14.794441343927895,16,3,Food,58,9.715985754729152,28.224774661015992,0,2024-01-08 11:00:00
181,132.25892777840883,23,1,Online,7,7.47228243705672,1.8313313429554654,1,2024-01-08 12:00:00
182,12.044428503699642,5,1,Online,78,52.39022663858863,1.0639291127196853,0,2024-01-08 13:00:00
183,989.3794156506286,2,5,Travel,8,120.01548395204924,97.88916452284074,1,2024-01-08 14:00:00
184,209.8333707160994,7,4,Travel,99,6.082199569634317,29.013611948570706,0,2024-01-08 15:00:00
185,29.83273700614889,1,6,Travel,6,44.4890088401906,6.7446479564139175,0,2024-01-08 16:00:00
186,107.87627390439145,0,2,Retail,23,4.438254314762528,8.591091727353064,0,2024-01-08 17:00:00
187,169.94840726392212,15,3,Online,62,83.6090207720812,23.28291233421567,0,2024-01-08 18:00:00
188,81.01323606865081,6,1,Retail,84,120.01315616168027,19.20281854886538,0,2024-01-08 19:00:00
189,75.42794101939461,21,3,Travel,17,49.54994656354592,19.801529578978954,0,2024-01-08 20:00:00
190,27.687704543790314,23,5,Online,84,58.292619195253025,4.648737724714799,0,2024-01-08 21:00:00
191,30.222394784746058,3,2,Travel,7,2.851616274813267,134.8888383825581,1,2024-01-08 22:00:00
192,227.51232251945228,14,0,Entertainment,28,3.788855205160874,0.7182967835087585,0,2024-01-08 23:00:00
193,230.67744276484268,12,1,Food,13,9.902462921184254,6.674101859894966,0,2024-01-09 00:00:00
194,100.26699194828848,23,2,Entertainment,29,15.998451058609078,2.7103073064064978,0,2024-01-09 01:00:00
195,41.40465098113239,1,6,Entertainment,45,71.32585110545483,0.3645423974160148,0,2024-01-09 02:00:00
196,214.26333734162102,4,3,Travel,1,28.584478290128363,41.79998163697703,1,2024-01-09 03:00:00
197,129.4465429727118,23,5,Food,58,4.074045101083323,0.7923791564816876,0,2024-01-09 04:00:00
198,227.40973491072523,5,2,Entertainment,81,95.74555301228827,1.280143383597534,0,2024-01-09 05:00:00
199,218.1132569396613,8,0,Entertainment,54,254.3761077725739,0.8528024820774633,0,2024-01-09 06:00:00
200,151.3562191930903,6,2,Online,99,30.350886448908536,36.907833686377145,0,2024-01-09 07:00:00
201,102.7310693567705,17,5,Travel,64,35.84781974457026,0.40029277493598664,0,2024-01-09 08:00:00
202,8.789172619608406,23,3,Entertainment,52,4.088137261236921,3.143771770413011,0,2024-01-09 09:00:00
203,17.62942146834115,8,1,Food,43,24.145725325435727,10.55548429743743,0,2024-01-09 10:00:00
204,228.82305001775057,22,6,Retail,87,23.245181609578847,17.337729400440743,0,2024-01-09 11:00:00
205,93.24939469655895,3,6,Retail,18,168.76407536329006,9.370127686554268,0,2024-01-09 12:00:00
206,0.9239605610994409,8,1,Travel,84,54.003980600349934,37.508295990971575,0,2024-01-09 13:00:00
207,10.699690143594932,3,4,Retail,54,76.20503769824369,4.120490479788669,0,2024-01-09 14:00:00
208,108.9162387290241,11,3,Online,60,6.867335978155807,6.386693973516385,0,2024-01-09 15:00:00
209,0.5074437051797003,3,6,Online,71,26.97213416223753,17.22054892214125,0,2024-01-09 16:00:00
210,17.531581610419906,23,4,Food,1,10.63199555369331,11.447527540895218,0,2024-01-09 17:00:00
211,79.56978461389316,19,4,Travel,37,98.37318065604074,2.4088381222822313,0,2024-01-09 18:00:00
212,117.73152866548126,13,5,Travel,49,8.265693069935267,6.904862043374818,0,2024-01-09 19:00:00
213,105.54414821352486,23,5,Retail,35,28.890242182939247,37.28007748162136,0,2024-01-09 20:00:00
214,25.39498673080245,23,5,Entertainment,67,2.7571548612024963,19.879435329131013,0,2024-01-09 21:00:00
215,124.54172888985389,6,0,Entertainment,35,50.29631757716864,2.1294993021842146,0,2024-01-09 22:00:00
216,27.082375905280593,12,3,Entertainment,93,32.88173884511273,1.9818987236954788,0,2024-01-09 23:00:00
217,39.363490891808446,21,1,Food,9,34.45444855612746,17.625571423813323,0,2024-01-10 00:00:00
218,137.23575516657905,7,3,Travel,37,5.358046248443123,2.2176263200956754,0,2024-01-10 01:00:00
219,104.87738143027681,22,5,Retail,60,36.07539711429337,6.029215289738072,0,2024-01-10 02:00:00
220,189.1956077463401,4,0,Food,56,41.48082890572889,1.9937653046225376,0,2024-01-10 03:00:00
221,107.18132881697625,11,3,Online,89,164.62623487915735,0.14771424325309898,0,2024-01-10 04:00:00
222,84.00443055872574,12,3,Online,12,1.6893546329823508,20.82675935765159,0,2024-01-10 05:00:00
223,9.835706144841048,19,4,Online,71,128.01186997910946,15.096126780018754,0,2024-01-10 06:00:00
224,45.84163072070201,13,3,Travel,71,32.65446185405024,6.359891331548232,0,2024-01-10 07:00:00
225,30.816014785883116,17,4,Online,4,11.793365650300212,1.7385232224312552,0,2024-01-10 08:00:00
226,27.970020366242128,23,4,Entertainment,61,54.76280877874413,16.420525763311144,0,2024-01-10 09:00:00
227,361.23094061629257,19,2,Online,45,36.392337071423704,4.452989596450334,0,2024-01-10 10:00:00
228,49.938749704002376,3,5,Food,95,12.857967744983059,10.845589840233856,0,2024-01-10 11:00:00
229,222.6055211248523,20,6,Online,50,49.28563733876201,3.8081314564600417,0,2024-01-10 12:00:00
230,99.73343857364831,17,0,Entertainment,50,32.05262650975748,5.661394545032792,0,2024-01-10 13:00:00
231,158.38252526883997,6,4,Online,74,58.40046861434578,7.667330751378589,0,2024-01-10 14:00:00
232,69.84353243887705,14,3,Retail,48,58.41048773650047,14.355529803856975,0,2024-01-10 15:00:00
233,86.0155902641585,20,4,Entertainment,23,32.01021767602289,17.841996441575567,0,2024-01-10 16:00:00
234,67.82934333416935,5,4,Travel,90,24.78012191097716,5.861721133312356,0,2024-01-10 17:00:00
235,21.72148953252385,15,4,Online,87,3.266634696573546,2.6532080277294496,0,2024-01-10 18:00:00
236,128.1761803065804,19,1,Food,93,34.045774477746626,1.6682149991439603,0,2024-01-10 19:00:00
237,32.957736836626296,23,6,Online,8,13.92719954862621,4.16649224710924,0,2024-01-10 20:00:00
238,2.4616481080688613,7,6,Food,83,2.7358767113607985,16.183953415309503,0,2024-01-10 21:00:00
239,103.69687862952739,20,1,Retail,29,20.05226179031909,3.2018023046447395,0,2024-01-10 22:00:00
240,19.493357022482268,15,1,Travel,43,4.576662101136579,0.48686134035147133,0,2024-01-10 23:00:00
241,282.1083147273303,21,1,Entertainment,53,43.344302462347116,8.307464633027378,0,2024-01-11 00:00:00
242,307.75624127880235,15,6,Entertainment,6,35.02561832509527,0.3419155252360533,0,2024-01-11 01:00:00
243,246.35098846338414,2,2,Travel,93,78.61409083091766,21.62172412719012,0,2024-01-11 02:00:00
244,46.228739649736674,16,4,Retail,24,15.573713342364329,11.333915757325634,0,2024-01-11 03:00:00
245,1.5577315371944382,8,2,Retail,74,23.223274889843225,2.9685112269557834,0,2024-01-11 04:00:00
246,263.552345733189,2,3,Online,14,58.390142873109596,6.331655967503673,0,2024-01-11 05:00:00
247,55.89382770530613,19,6,Retail,52,247.69753459757337,13.440659822552485,0,2024-01-11 06:00:00
248,340.0842016122056,6,5,Online,70,117.25884797740571,24.73181659610523,0,2024-01-11 07:00:00
249,331.37354761302055,17,6,Food,4,36.784459594264135,20.750811558083573,0,2024-01-11 08:00:00
250,191.7387017179419,11,0,Travel,58,56.6520034699271,0.7206707805169822,0,2024-01-11 09:00:00
251,76.85488927224101,22,2,Online,4,37.956051399052576,3.650452566103211,1,2024-01-11 10:00:00
252,48.62919320986936,15,1,Food,37,28.52927078682021,9.106161265714597,0,2024-01-11 11:00:00
253,190.47266524780798,21,1,Food,48,46.10257586130714,6.861637592345505,0,2024-01-11 12:00:00
254,38.11462314307171,23,3,Food,39,24.428687605948095,3.466356122402277,0,2024-01-11 13:00:00
255,86.90221592302062,5,4,Travel,4,16.4382853196281,264.37027089601935,1,2024-01-11 14:00:00
256,81.37369920602278,19,0,Retail,66,61.153347608934226,13.71473022154708,0,2024-01-11 15:00:00
257,275.1293470807042,14,2,Travel,13,102.77586623810417,11.6256681520945,0,2024-01-11 16:00:00
258,119.08255977579371,0,4,Travel,66,16.985575293222563,2.000738314586325,0,2024-01-11 17:00:00
259,84.41123364356555,1,4,Food,60,61.36064165175744,3.3397859108029326,0,2024-01-11 18:00:00
260,10.222819734932289,7,5,Travel,41,28.459738838442966,9.289168167453502,0,2024-01-11 19:00:00
261,95.45307155177177,21,5,Online,32,17.982900670947537,15.876591231788382,0,2024-01-11 20:00:00
262,461.05697478463173,1,2,Travel,52,48.52559680774196,26.74523787371049,0,2024-01-11 21:00:00
263,15.092058664226416,18,2,Food,5,140.1849532641074,11.964242989404807,0,2024-01-11 22:00:00
264,73.04953249815037,8,2,Travel,67,21.66942934350847,5.4238002376982,0,2024-01-11 23:00:00
265,209.86086379007943,8,2,Retail,66,71.24745657583138,11.746660428393236,0,2024-01-12 00:00:00
266,135.003424835367,12,1,Food,78,18.894789115822228,0.7168435496346687,0,2024-01-12 01:00:00
267,119.4074425301673,5,6,Entertainment,52,81.44846602698657,9.164977677683705,0,2024-01-12 02:00:00
268,121.22875562244899,14,6,Retail,49,71.35263546541329,22.5022861766606,0,2024-01-12 03:00:00
269,44.549234231494914,18,4,Travel,29,72.54330208704799,10.132051143096273,0,2024-01-12 04:00:00
270,34.75620842670952,20,6,Entertainment,38,303.9180074906797,0.07568843477467704,0,2024-01-12 05:00:00
